Job Number,City,Title,Company,Location,Skills,Posted,Link
208,mumbai,Senior Data Quality Analyst,origin hr,"Mumbai,  Bengaluru / Bangalore,  Pune","dashboard creation
   				

   					data quality analysis
   				

   					data profiling
   				

   					communication skills
   				

   					analytics mechanisms
   				

   					informatica
   				

   					qlikview",1 day ago,https://www.timesjobs.com/job-detail/senior-data-quality-analyst-origin-hr-mumbai-bengaluru-bangalore-pune-8-to-11-yrs-jobid-aVx2uiEC__SLASH__htzpSvf__PLUS__uAgZw==&source=srp
209,mumbai,Senior BI Developer,origin hr,"Mumbai,  Bengaluru / Bangalore,  Pune","power bi expertise
   				

   					tableau proficiency
   				

   					data modeling
   				

   					agile experience
   				

   					strong analytical skills
   				

   					sdlc",1 day ago,https://www.timesjobs.com/job-detail/senior-bi-developer-origin-hr-mumbai-bengaluru-bangalore-pune-5-to-8-yrs-jobid-79p__SLASH__tLkogW5zpSvf__PLUS__uAgZw==&source=srp
210,mumbai,Senior Angular Developer,origin hr,"Mumbai,  Bengaluru / Bangalore,  Pune","angular js expertise
   				

   					advanced javascript
   				

   					html proficiency
   				

   					css utilities knowledge
   				

   					testing frameworks experience
   				

   					html5
   				

   					bootstrap",1 day ago,https://www.timesjobs.com/job-detail/senior-angular-developer-origin-hr-mumbai-bengaluru-bangalore-pune-5-to-8-yrs-jobid-flffYfUdPzRzpSvf__PLUS__uAgZw==&source=srp
211,mumbai,Data Engineer,origin hr,"Mumbai,  Bengaluru / Bangalore,  Pune","data infrastructure development
   				

   					object oriented programming
   				

   					cloud environment experience
   				

   					data modeling expertise
   				

   					sql proficiency
   				

   					python
   				

   					c
   				

   					github
   				

   					java
   				

   					devops",1 day ago,https://www.timesjobs.com/job-detail/data-engineer-origin-hr-mumbai-bengaluru-bangalore-pune-7-to-10-yrs-jobid-kxrxuvSuGsJzpSvf__PLUS__uAgZw==&source=srp
212,mumbai,Information Security Engineering Specialist,origin hr,"Mumbai,  Bengaluru / Bangalore,  Pune","data analytics services
   				

   					machine learning models
   				

   					security domain knowledge
   				

   					agile & waterfall methodologies
   				

   					process analysis & documentation
   				

   					impact analysis
   				

   					requirement gathering
   				

   					written communication",1 day ago,https://www.timesjobs.com/job-detail/information-security-engineering-specialist-origin-hr-mumbai-bengaluru-bangalore-pune-8-to-11-yrs-jobid-grBhqfsDTBBzpSvf__PLUS__uAgZw==&source=srp
213,mumbai,Transition Lead,origin hr,"Mumbai,  Bengaluru / Bangalore,  Pune","project management
   				

   					transition management
   				

   					team leadership
   				

   					risk management
   				

   					stakeholder communication
   				

   					pmp
   				

   					prince2
   				

   					transition lead",1 day ago,https://www.timesjobs.com/job-detail/transition-lead-origin-hr-mumbai-bengaluru-bangalore-pune-10-to-13-yrs-jobid-AJ__PLUS__YjGC6lbpzpSvf__PLUS__uAgZw==&source=srp
214,mumbai,Data Engineer,Team Computers Pvt Ltd,Mumbai,"data integration
   				

   					etl processes
   				

   					data modeling
   				

   					sql proficiency
   				

   					cloud platforms
   				

   					data engineer
   				

   					infrastructure",1 day ago,https://www.timesjobs.com/job-detail/data-engineer-team-computers-pvt-ltd-mumbai-3-to-4-yrs-jobid-FLaf5W__SLASH__yNNJzpSvf__PLUS__uAgZw==&source=srp
215,mumbai,Graphic Designer - Marketing - Branding - Mumbai,Sushil Financial Services Pvt Ltd,Mumbai,"graphic designing software
   				

   					video editing skills
   				

   					excellent communication
   				

   					social media engagement
   				

   					marketing material design
   				

   					dreamweaver
   				

   					brochures
   				

   					photoshop
   				

   					visualizer
   				

   					coreldraw
   				

   					leaflets",1 day ago,https://www.timesjobs.com/job-detail/graphic-designer-marketing-branding-mumbai-sushil-financial-services-pvt-ltd-mumbai-2-to-4-yrs-jobid-WA5mZP__PLUS__lI4JzpSvf__PLUS__uAgZw==&source=srp
216,mumbai,Solution Sales Executive - SAP Business Data Cloud (West) Job Details | SAP,SAP Ariba,Mumbai,"revenue generation
   				

   					territory development
   				

   					sales cycle management
   				

   					executive engagement
   				

   					market expansion
   				

   					database management
   				

   					middleware",1 day ago,https://www.timesjobs.com/job-detail/solution-sales-executive-sap-business-data-cloud-west-job-details-sap-sap-ariba-mumbai-5-to-8-yrs-jobid-GWQgCMBKdllzpSvf__PLUS__uAgZw==&source=srp
217,mumbai,senior data analyst,Randstad MENA,Mumbai,"data analysis techniques
   				

   					pricing strategy insights
   				

   					stakeholder management
   				

   					sql database expertise
   				

   					business process improvement
   				

   					bi
   				

   					vba macros
   				

   					text mining
   				

   					rdbms
   				

   					oracle
   				

   					sas
   				

   					pricing models
   				

   					data analyst",1 day ago,https://www.timesjobs.com/job-detail/senior-data-analyst-randstad-mena-mumbai-2-to-4-yrs-jobid-nlF6pX__PLUS__9pwNzpSvf__PLUS__uAgZw==&source=srp
218,mumbai,senior data analyst,Randstad MENA,Mumbai,"pricing strategy development
   				

   					customer insights analysis
   				

   					stakeholder management
   				

   					process transformation
   				

   					project management skills
   				

   					pl /  sql
   				

   					user stories
   				

   					pmp
   				

   					use cases
   				

   					advanced excel
   				

   					functional requirements
   				

   					pricing models",1 day ago,https://www.timesjobs.com/job-detail/senior-data-analyst-randstad-mena-mumbai-5-to-10-yrs-jobid-q64__PLUS__N2Oej99zpSvf__PLUS__uAgZw==&source=srp
219,mumbai,Information Technology : Software Developer for Inhouse CPQ,ROHDE SCHWARZ INDIA Pvt. Ltd.,"Germany,  Mumbai,  Delhi,  Bengaluru / Bangalore,  Hyderabad/Secunderabad","java ee expertise
   				

   					spring mvc proficiency
   				

   					sap commerce cloud
   				

   					groovy scripting knowledge
   				

   					continuous integration skills
   				

   					information technology
   				

   					pim
   				

   					oracle
   				

   					software developer
   				

   					hybris
   				

   					security
   				

   					git
   				

   					information management",1 day ago,https://www.timesjobs.com/job-detail/information-technology-software-developer-for-inhouse-cpq-rohde-schwarz-india-pvt-ltd-germany-mumbai-delhi-bengaluru-bangalore-hyderabad-secunderabad-6-to-9-yrs-jobid-wr85n7zNrjdzpSvf__PLUS__uAgZw==&source=srp
220,mumbai,Senior Java Application Developer with Microservices and Core banking,ORACLE,"Mumbai,  Bengaluru / Bangalore","java programming
   				

   					microservices architecture
   				

   					api development
   				

   					database management
   				

   					ci / cd tools
   				

   					spring
   				

   					java se
   				

   					devops
   				

   					oracle
   				

   					eclipse
   				

   					jdeveloper
   				

   					soap
   				

   					jsp
   				

   					jdbc
   				

   					hibernate
   				

   					security
   				

   					git
   				

   					java ee
   				

   					debugging
   				

   					software engineer
   				

   					junit
   				

   					jax-ws
   				

   					weblogic
   				

   					svn
   				

   					jdk
   				

   					j2ee technologies",1 day ago,https://www.timesjobs.com/job-detail/senior-java-application-developer-with-microservices-and-core-banking-oracle-mumbai-bengaluru-bangalore-3-to-5-yrs-jobid-ZFBfMBq04xVzpSvf__PLUS__uAgZw==&source=srp
221,mumbai,Senior Consultant-ETL /ODI,ORACLE,"Mumbai,  Bengaluru / Bangalore","java / jee development
   				

   					sql query writing
   				

   					web services creation
   				

   					oracle fusion middleware
   				

   					integration expertise
   				

   					oracle service bus
   				

   					xml
   				

   					devops
   				

   					j2ee
   				

   					eclipse
   				

   					jdeveloper
   				

   					oracle soa suite
   				

   					soap
   				

   					jdbc
   				

   					security
   				

   					database
   				

   					xpath
   				

   					git
   				

   					debugging
   				

   					xquery
   				

   					jax-ws
   				

   					weblogic
   				

   					svn",1 day ago,https://www.timesjobs.com/job-detail/senior-consultant-etl-odi-oracle-mumbai-bengaluru-bangalore-3-to-5-yrs-jobid-wZJ8sz__SLASH__8Gq1zpSvf__PLUS__uAgZw==&source=srp
222,mumbai,Senior Java Consultant,ORACLE,"Mumbai,  Bengaluru / Bangalore","java / jee principles
   				

   					sql query writing
   				

   					restful web services
   				

   					oracle service bus
   				

   					ci / cd familiarity
   				

   					xml
   				

   					devops
   				

   					j2ee
   				

   					eclipse
   				

   					oracle fusion middleware
   				

   					jdeveloper
   				

   					oracle soa suite
   				

   					soap
   				

   					jdbc
   				

   					security
   				

   					database
   				

   					xpath
   				

   					git
   				

   					debugging
   				

   					xquery
   				

   					jax-ws
   				

   					weblogic
   				

   					svn
   				

   					consultant",1 day ago,https://www.timesjobs.com/job-detail/senior-java-consultant-oracle-mumbai-bengaluru-bangalore-3-to-5-yrs-jobid-yJga1dvjoIRzpSvf__PLUS__uAgZw==&source=srp
223,mumbai,Senior Java Consultant,ORACLE,"Mumbai,  Bengaluru / Bangalore","java ee expertise
   				

   					adf development experience
   				

   					database skills  ( oracle )
   				

   					web services development
   				

   					performance tuning knowledge
   				

   					css
   				

   					security
   				

   					git
   				

   					oracle adf
   				

   					j2ee
   				

   					debugging
   				

   					html
   				

   					pl / sql
   				

   					weblogic
   				

   					svn
   				

   					javascript
   				

   					consultant
   				

   					jdeveloper
   				

   					oracle rdbms
   				

   					soap",1 day ago,https://www.timesjobs.com/job-detail/senior-java-consultant-oracle-mumbai-bengaluru-bangalore-3-to-5-yrs-jobid-UE4D9tM__SLASH__KL5zpSvf__PLUS__uAgZw==&source=srp
224,mumbai,Senior Java Consultant,ORACLE,"Mumbai,  Bengaluru / Bangalore","java / jee expertise
   				

   					adf task flows
   				

   					oracle jdeveloper experience
   				

   					web development skills
   				

   					database knowledge
   				

   					css
   				

   					security
   				

   					git
   				

   					oracle adf
   				

   					java ee
   				

   					j2ee
   				

   					debugging
   				

   					html
   				

   					pl / sql
   				

   					weblogic
   				

   					svn
   				

   					javascript
   				

   					consultant
   				

   					oracle rdbms
   				

   					soap",1 day ago,https://www.timesjobs.com/job-detail/senior-java-consultant-oracle-mumbai-bengaluru-bangalore-3-to-5-yrs-jobid-wQnWa6Ui61VzpSvf__PLUS__uAgZw==&source=srp
225,mumbai,Senior Consultant-ETL/ODI,ORACLE,"Mumbai,  Bengaluru / Bangalore","java development
   				

   					sql queries
   				

   					web services
   				

   					oracle service bus
   				

   					ci / cd practices
   				

   					xml
   				

   					devops
   				

   					j2ee
   				

   					eclipse
   				

   					oracle fusion middleware
   				

   					jdeveloper
   				

   					oracle soa suite
   				

   					soap
   				

   					jdbc
   				

   					security
   				

   					database
   				

   					xpath
   				

   					git
   				

   					debugging
   				

   					xquery
   				

   					jax-ws
   				

   					weblogic
   				

   					svn",1 day ago,https://www.timesjobs.com/job-detail/senior-consultant-etl-odi-oracle-mumbai-bengaluru-bangalore-3-to-5-yrs-jobid-zF__SLASH__QENaX7gtzpSvf__PLUS__uAgZw==&source=srp
226,mumbai,Senior Java Consultant,ORACLE,"Mumbai,  Bengaluru / Bangalore","java programming
   				

   					jee technologies
   				

   					design patterns
   				

   					sql queries
   				

   					api development
   				

   					spring
   				

   					java se
   				

   					devops
   				

   					oracle
   				

   					eclipse
   				

   					jdeveloper
   				

   					soap
   				

   					jsp
   				

   					jdbc
   				

   					hibernate
   				

   					security
   				

   					database
   				

   					git
   				

   					java ee
   				

   					debugging
   				

   					junit
   				

   					jax-ws
   				

   					weblogic
   				

   					svn
   				

   					jdk
   				

   					consultant
   				

   					j2ee technologies",1 day ago,https://www.timesjobs.com/job-detail/senior-java-consultant-oracle-mumbai-bengaluru-bangalore-3-to-5-yrs-jobid-IKP6NfP2swJzpSvf__PLUS__uAgZw==&source=srp
227,mumbai,"Nielsen - Content Standards Specialist, Metadata Production & Video Sports",Nielsen Research Ltd. Co.,Mumbai,"metadata management
   				

   					strong documentation
   				

   					project management
   				

   					quality assurance
   				

   					interpersonal communication
   				

   					business rules
   				

   					salesforce
   				

   					director
   				

   					problem solving",1 day ago,https://www.timesjobs.com/job-detail/nielsen-content-standards-specialist-metadata-production-video-sports-nielsen-research-ltd-co-mumbai-3-to-5-yrs-jobid-J__PLUS__Tr2Yhfq__SLASH__xzpSvf__PLUS__uAgZw==&source=srp
